@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}
@attribute outputs-3 {0,1,2,3,4,5}

@data
3883,'2024/12/09 03:09:41:181',3,-4189,-11796,10079,-2733,-679,-2261,?,?,?
3884,'2024/12/09 03:09:41:199',3,-4189,-11796,10079,-2733,-679,-2261,?,?,?
3885,'2024/12/09 03:09:41:217',3,-4189,-11796,10079,-2733,-679,-2261,?,?,?
3886,'2024/12/09 03:09:41:235',3,-452,-13366,9356,-3942,-2146,-5018,?,?,?
3887,'2024/12/09 03:09:41:254',3,-452,-13366,9356,-3942,-2146,-5018,?,?,?
3888,'2024/12/09 03:09:41:274',3,-452,-13366,9356,-3942,-2146,-5018,?,?,?
3889,'2024/12/09 03:09:41:292',3,-3683,-12386,8283,-6567,-2579,-6387,?,?,?
3890,'2024/12/09 03:09:41:309',3,-3683,-12386,8283,-6567,-2579,-6387,?,?,?
3891,'2024/12/09 03:09:41:327',3,-3683,-12386,8283,-6567,-2579,-6387,?,?,?
3892,'2024/12/09 03:09:41:347',3,-2277,-12773,9751,-5471,-1729,-4134,?,?,?
3893,'2024/12/09 03:09:41:364',3,-2277,-12773,9751,-5471,-1729,-4134,?,?,?
3894,'2024/12/09 03:09:41:382',3,-2277,-12773,9751,-5471,-1729,-4134,?,?,?
3895,'2024/12/09 03:09:41:402',3,-1559,-13883,9739,-3949,-1743,-2460,?,?,?
3896,'2024/12/09 03:09:41:421',3,-1559,-13883,9739,-3949,-1743,-2460,?,?,?
3897,'2024/12/09 03:09:41:438',3,-583,-14545,8646,-3049,-1080,-1393,?,?,?
3898,'2024/12/09 03:09:41:456',3,-583,-14545,8646,-3049,-1080,-1393,?,?,?
3899,'2024/12/09 03:09:41:473',3,-583,-14545,8646,-3049,-1080,-1393,?,?,?
3900,'2024/12/09 03:09:41:491',3,-30,-14993,8212,-2312,136,-919,?,?,?
3901,'2024/12/09 03:09:41:510',3,-30,-14993,8212,-2312,136,-919,?,?,?
3902,'2024/12/09 03:09:41:530',3,-30,-14993,8212,-2312,136,-919,?,?,?
3903,'2024/12/09 03:09:41:548',3,-298,-14811,8700,-1812,393,-643,?,?,?
3904,'2024/12/09 03:09:41:567',3,-298,-14811,8700,-1812,393,-643,?,?,?
3905,'2024/12/09 03:09:41:585',3,-298,-14811,8700,-1812,393,-643,?,?,?
3906,'2024/12/09 03:09:41:603',3,-144,-15153,8291,-1367,1249,-346,?,?,?
3907,'2024/12/09 03:09:41:622',3,-144,-15153,8291,-1367,1249,-346,?,?,?
3908,'2024/12/09 03:09:41:640',3,-144,-15153,8291,-1367,1249,-346,?,?,?
3909,'2024/12/09 03:09:41:659',3,148,-14803,8700,-1309,-131,-1114,?,?,?
3910,'2024/12/09 03:09:41:677',3,148,-14803,8700,-1309,-131,-1114,?,?,?
3911,'2024/12/09 03:09:41:698',3,148,-14803,8700,-1309,-131,-1114,?,?,?
3912,'2024/12/09 03:09:41:717',3,474,-14493,8007,-1834,-918,-2210,?,?,?
3913,'2024/12/09 03:09:41:735',3,474,-14493,8007,-1834,-918,-2210,?,?,?
3914,'2024/12/09 03:09:41:752',3,474,-14493,8007,-1834,-918,-2210,?,?,?
3915,'2024/12/09 03:09:41:770',3,2599,-16095,13105,2884,-854,-2913,?,?,?
3916,'2024/12/09 03:09:41:788',3,2599,-16095,13105,2884,-854,-2913,?,?,?
3917,'2024/12/09 03:09:41:806',3,2599,-16095,13105,2884,-854,-2913,?,?,?
3918,'2024/12/09 03:09:41:824',3,7316,-19008,24164,22174,-9289,-9731,?,?,?
3919,'2024/12/09 03:09:41:841',3,7316,-19008,24164,22174,-9289,-9731,?,?,?
3920,'2024/12/09 03:09:41:858',3,7316,-19008,24164,22174,-9289,-9731,?,?,?
3921,'2024/12/09 03:09:41:875',3,7316,-19008,24164,22174,-9289,-9731,?,?,?
3922,'2024/12/09 03:09:41:893',3,-5851,-29557,27286,32766,-29439,-11135,?,?,?
3923,'2024/12/09 03:09:41:912',3,-5851,-29557,27286,32766,-29439,-11135,?,?,?
3924,'2024/12/09 03:09:41:928',3,-35,-18724,9113,32766,-7736,-22957,?,?,?
3925,'2024/12/09 03:09:41:947',3,-35,-18724,9113,32766,-7736,-22957,?,?,?
3926,'2024/12/09 03:09:41:967',3,-35,-18724,9113,32766,-7736,-22957,?,?,?
3927,'2024/12/09 03:09:41:986',3,8079,792,3159,32766,-3724,-15605,?,?,?
3928,'2024/12/09 03:09:42:005',3,8079,792,3159,32766,-3724,-15605,?,?,?
3929,'2024/12/09 03:09:42:023',3,8079,792,3159,32766,-3724,-15605,?,?,?
3930,'2024/12/09 03:09:42:040',3,8371,6933,4391,27329,-1793,-17333,?,?,?
3931,'2024/12/09 03:09:42:058',3,8371,6933,4391,27329,-1793,-17333,?,?,?
3932,'2024/12/09 03:09:42:075',3,8371,6933,4391,27329,-1793,-17333,?,?,?
3933,'2024/12/09 03:09:42:094',3,6195,10715,5147,19467,-3915,-16095,?,?,?
3934,'2024/12/09 03:09:42:111',3,6195,10715,5147,19467,-3915,-16095,?,?,?
3935,'2024/12/09 03:09:42:128',3,6195,10715,5147,19467,-3915,-16095,?,?,?
3936,'2024/12/09 03:09:42:145',3,3617,12818,4407,12734,-558,-14772,?,?,?
3937,'2024/12/09 03:09:42:161',3,3617,12818,4407,12734,-558,-14772,?,?,?
3938,'2024/12/09 03:09:42:181',3,3617,12818,4407,12734,-558,-14772,?,?,?
3939,'2024/12/09 03:09:42:201',3,1885,14245,2789,8267,-423,-12247,?,?,?
3940,'2024/12/09 03:09:42:220',3,1885,14245,2789,8267,-423,-12247,?,?,?
3941,'2024/12/09 03:09:42:240',3,1885,14245,2789,8267,-423,-12247,?,?,?
3942,'2024/12/09 03:09:42:259',3,-2009,16111,3497,5528,-333,-7449,?,?,?
3943,'2024/12/09 03:09:42:277',3,-2009,16111,3497,5528,-333,-7449,?,?,?
3944,'2024/12/09 03:09:42:294',3,-2009,16111,3497,5528,-333,-7449,?,?,?
3945,'2024/12/09 03:09:42:315',3,206,15606,3559,4869,-481,-3900,?,?,?
3946,'2024/12/09 03:09:42:332',3,206,15606,3559,4869,-481,-3900,?,?,?
3947,'2024/12/09 03:09:42:353',3,206,15606,3559,4869,-481,-3900,?,?,?
3948,'2024/12/09 03:09:42:370',3,-362,15771,1991,4287,-333,-3274,?,?,?
3949,'2024/12/09 03:09:42:387',3,-362,15771,1991,4287,-333,-3274,?,?,?
3950,'2024/12/09 03:09:42:406',3,-362,15771,1991,4287,-333,-3274,?,?,?
3951,'2024/12/09 03:09:42:423',3,-81,15773,1672,3142,-367,-2349,?,?,?
3952,'2024/12/09 03:09:42:439',3,-81,15773,1672,3142,-367,-2349,?,?,?
3953,'2024/12/09 03:09:42:456',3,-81,15773,1672,3142,-367,-2349,?,?,?
3954,'2024/12/09 03:09:42:474',3,506,15416,716,2793,70,-2462,?,?,?
3955,'2024/12/09 03:09:42:494',3,506,15416,716,2793,70,-2462,?,?,?
3956,'2024/12/09 03:09:42:514',3,506,15416,716,2793,70,-2462,?,?,?
3957,'2024/12/09 03:09:42:533',3,-156,15693,953,1314,357,-2261,?,?,?
3958,'2024/12/09 03:09:42:552',3,-156,15693,953,1314,357,-2261,?,?,?
3959,'2024/12/09 03:09:42:569',3,-156,15693,953,1314,357,-2261,?,?,?
3960,'2024/12/09 03:09:42:588',3,-265,15967,-507,1914,-342,-1650,?,?,?
3961,'2024/12/09 03:09:42:608',3,-265,15967,-507,1914,-342,-1650,?,?,?
3962,'2024/12/09 03:09:42:625',3,-265,15967,-507,1914,-342,-1650,?,?,?
3963,'2024/12/09 03:09:42:643',3,-1430,15572,1525,928,166,-1214,?,?,?
3964,'2024/12/09 03:09:42:661',3,-1430,15572,1525,928,166,-1214,?,?,?
3965,'2024/12/09 03:09:42:678',3,-1430,15572,1525,928,166,-1214,?,?,?
3966,'2024/12/09 03:09:42:696',3,178,15766,-587,1898,450,-932,?,?,?
3967,'2024/12/09 03:09:42:716',3,178,15766,-587,1898,450,-932,?,?,?
3968,'2024/12/09 03:09:42:735',3,178,15766,-587,1898,450,-932,?,?,?
3969,'2024/12/09 03:09:42:753',3,-1553,15516,359,1180,836,-341,?,?,?
3970,'2024/12/09 03:09:42:773',3,-1553,15516,359,1180,836,-341,?,?,?
3971,'2024/12/09 03:09:42:788',3,-1553,15516,359,1180,836,-341,?,?,?
3972,'2024/12/09 03:09:42:806',3,78,15747,-1712,1295,589,-417,?,?,?
3973,'2024/12/09 03:09:42:822',3,78,15747,-1712,1295,589,-417,?,?,?
3974,'2024/12/09 03:09:42:840',3,78,15747,-1712,1295,589,-417,?,?,?
3975,'2024/12/09 03:09:42:858',3,-581,15040,-275,498,584,-344,?,?,?
3976,'2024/12/09 03:09:42:877',3,-581,15040,-275,498,584,-344,?,?,?
3977,'2024/12/09 03:09:42:894',3,-581,15040,-275,498,584,-344,?,?,?
3978,'2024/12/09 03:09:42:911',3,-728,15719,-1669,616,1292,-995,?,?,?
3979,'2024/12/09 03:09:42:929',3,-728,15719,-1669,616,1292,-995,?,?,?
3980,'2024/12/09 03:09:42:946',3,-728,15719,-1669,616,1292,-995,?,?,?
3981,'2024/12/09 03:09:42:963',3,-983,15569,-1987,491,841,-657,?,?,?
3982,'2024/12/09 03:09:42:980',3,-983,15569,-1987,491,841,-657,?,?,?
3983,'2024/12/09 03:09:42:998',3,-983,15569,-1987,491,841,-657,?,?,?
3984,'2024/12/09 03:09:43:017',3,-611,15495,-1947,-505,1839,-808,?,?,?
3985,'2024/12/09 03:09:43:034',3,-611,15495,-1947,-505,1839,-808,?,?,?
3986,'2024/12/09 03:09:43:050',3,-611,15495,-1947,-505,1839,-808,?,?,?
3987,'2024/12/09 03:09:43:069',3,-1131,15768,-1849,-132,1336,-648,?,?,?
3988,'2024/12/09 03:09:43:088',3,-1131,15768,-1849,-132,1336,-648,?,?,?
3989,'2024/12/09 03:09:43:107',3,-1131,15768,-1849,-132,1336,-648,?,?,?
3990,'2024/12/09 03:09:43:126',3,-985,15392,-2441,-822,1389,-1015,?,?,?
3991,'2024/12/09 03:09:43:143',3,-985,15392,-2441,-822,1389,-1015,?,?,?
3992,'2024/12/09 03:09:43:160',3,-985,15392,-2441,-822,1389,-1015,?,?,?
3993,'2024/12/09 03:09:43:178',3,-2255,14486,-6506,-4525,3094,-550,?,?,?
3994,'2024/12/09 03:09:43:198',3,-2255,14486,-6506,-4525,3094,-550,?,?,?
3995,'2024/12/09 03:09:43:218',3,-2255,14486,-6506,-4525,3094,-550,?,?,?
3996,'2024/12/09 03:09:43:235',3,-5105,14329,-15798,-24038,9435,3394,?,?,?
3997,'2024/12/09 03:09:43:253',3,-5105,14329,-15798,-24038,9435,3394,?,?,?
3998,'2024/12/09 03:09:43:273',3,-5105,14329,-15798,-24038,9435,3394,?,?,?
3999,'2024/12/09 03:09:43:291',3,-9214,5577,-14330,-32766,10739,13729,?,?,?
4000,'2024/12/09 03:09:43:311',3,-9214,5577,-14330,-32766,10739,13729,?,?,?
4001,'2024/12/09 03:09:43:327',3,-9214,5577,-14330,-32766,10739,13729,?,?,?
4002,'2024/12/09 03:09:43:345',3,-9214,5577,-14330,-32766,10739,13729,?,?,?
4003,'2024/12/09 03:09:43:361',3,-17801,-9650,-4459,-32766,21820,24735,?,?,?
4004,'2024/12/09 03:09:43:380',3,-17801,-9650,-4459,-32766,21820,24735,?,?,?
4005,'2024/12/09 03:09:43:398',3,1729,-29985,24915,-32766,1414,21200,?,?,?
4006,'2024/12/09 03:09:43:417',3,1729,-29985,24915,-32766,1414,21200,?,?,?
4007,'2024/12/09 03:09:43:435',3,1729,-29985,24915,-32766,1414,21200,?,?,?
4008,'2024/12/09 03:09:43:454',3,5875,-14731,32764,-28574,3914,2687,?,?,?
4009,'2024/12/09 03:09:43:473',3,5875,-14731,32764,-28574,3914,2687,?,?,?
4010,'2024/12/09 03:09:43:493',3,5875,-14731,32764,-28574,3914,2687,?,?,?
4011,'2024/12/09 03:09:43:510',3,-1793,-13995,18430,-7116,12240,5730,?,?,?
4012,'2024/12/09 03:09:43:528',3,-1793,-13995,18430,-7116,12240,5730,?,?,?
4013,'2024/12/09 03:09:43:548',3,-1793,-13995,18430,-7116,12240,5730,?,?,?
4014,'2024/12/09 03:09:43:566',3,-501,-11461,15084,-15101,-5814,-2821,?,?,?
4015,'2024/12/09 03:09:43:586',3,-501,-11461,15084,-15101,-5814,-2821,?,?,?
4016,'2024/12/09 03:09:43:606',3,-501,-11461,15084,-15101,-5814,-2821,?,?,?
4017,'2024/12/09 03:09:43:623',3,-326,-10776,16151,-8317,5371,2926,?,?,?
4018,'2024/12/09 03:09:43:639',3,-326,-10776,16151,-8317,5371,2926,?,?,?
4019,'2024/12/09 03:09:43:657',3,-326,-10776,16151,-8317,5371,2926,?,?,?
4020,'2024/12/09 03:09:43:675',3,-1554,-12586,13203,-8865,-1578,35,?,?,?
4021,'2024/12/09 03:09:43:691',3,-1554,-12586,13203,-8865,-1578,35,?,?,?
4022,'2024/12/09 03:09:43:711',3,-1554,-12586,13203,-8865,-1578,35,?,?,?
4023,'2024/12/09 03:09:43:730',3,621,-12653,14502,-7158,-1422,135,?,?,?
4024,'2024/12/09 03:09:43:750',3,621,-12653,14502,-7158,-1422,135,?,?,?
4025,'2024/12/09 03:09:43:767',3,621,-12653,14502,-7158,-1422,135,?,?,?
4026,'2024/12/09 03:09:43:787',3,-1366,-12155,10183,-5842,-3255,119,?,?,?
4027,'2024/12/09 03:09:43:807',3,-1366,-12155,10183,-5842,-3255,119,?,?,?
4028,'2024/12/09 03:09:43:825',3,-1366,-12155,10183,-5842,-3255,119,?,?,?
4029,'2024/12/09 03:09:43:841',3,250,-12793,12915,-4863,1424,-737,?,?,?
4030,'2024/12/09 03:09:43:858',3,250,-12793,12915,-4863,1424,-737,?,?,?
4031,'2024/12/09 03:09:43:875',3,250,-12793,12915,-4863,1424,-737,?,?,?
4032,'2024/12/09 03:09:43:895',3,-669,-12867,10150,-1514,2191,871,?,?,?
4033,'2024/12/09 03:09:43:912',3,-669,-12867,10150,-1514,2191,871,?,?,?
4034,'2024/12/09 03:09:43:931',3,-669,-12867,10150,-1514,2191,871,?,?,?
4035,'2024/12/09 03:09:43:949',3,683,-12689,10966,-2296,2457,-630,?,?,?
4036,'2024/12/09 03:09:43:966',3,683,-12689,10966,-2296,2457,-630,?,?,?
4037,'2024/12/09 03:09:43:983',3,683,-12689,10966,-2296,2457,-630,?,?,?
4038,'2024/12/09 03:09:44:003',3,-1166,-12692,9584,-2300,2085,51,?,?,?
4039,'2024/12/09 03:09:44:023',3,-1166,-12692,9584,-2300,2085,51,?,?,?
4040,'2024/12/09 03:09:44:041',3,-1166,-12692,9584,-2300,2085,51,?,?,?
4041,'2024/12/09 03:09:44:061',3,-536,-12723,9998,-4171,3094,-115,?,?,?
4042,'2024/12/09 03:09:44:076',3,-536,-12723,9998,-4171,3094,-115,?,?,?
4043,'2024/12/09 03:09:44:095',3,-536,-12723,9998,-4171,3094,-115,?,?,?
4044,'2024/12/09 03:09:44:111',3,-1572,-12883,10608,-2630,2256,-97,?,?,?
4045,'2024/12/09 03:09:44:129',3,-1572,-12883,10608,-2630,2256,-97,?,?,?
4046,'2024/12/09 03:09:44:148',3,-1572,-12883,10608,-2630,2256,-97,?,?,?
4047,'2024/12/09 03:09:44:167',3,-1783,-13093,9207,-2910,2945,980,?,?,?
4048,'2024/12/09 03:09:44:185',3,-1783,-13093,9207,-2910,2945,980,?,?,?
4049,'2024/12/09 03:09:44:204',3,-1783,-13093,9207,-2910,2945,980,?,?,?
4050,'2024/12/09 03:09:44:223',3,-1085,-13436,10523,-2766,1952,-202,?,?,?
4051,'2024/12/09 03:09:44:239',3,-1085,-13436,10523,-2766,1952,-202,?,?,?
4052,'2024/12/09 03:09:44:257',3,-1085,-13436,10523,-2766,1952,-202,?,?,?
4053,'2024/12/09 03:09:44:273',3,-2082,-14006,8805,-1600,2158,646,?,?,?
4054,'2024/12/09 03:09:44:291',3,-2082,-14006,8805,-1600,2158,646,?,?,?
4055,'2024/12/09 03:09:44:311',3,-2082,-14006,8805,-1600,2158,646,?,?,?
4056,'2024/12/09 03:09:44:331',3,-1101,-13787,9908,-2490,2271,69,?,?,?
4057,'2024/12/09 03:09:44:350',3,-1101,-13787,9908,-2490,2271,69,?,?,?
4058,'2024/12/09 03:09:44:366',3,-1101,-13787,9908,-2490,2271,69,?,?,?
4059,'2024/12/09 03:09:44:383',3,-2059,-13799,9307,-1783,2306,223,?,?,?
4060,'2024/12/09 03:09:44:399',3,-2059,-13799,9307,-1783,2306,223,?,?,?
4061,'2024/12/09 03:09:44:417',3,-2059,-13799,9307,-1783,2306,223,?,?,?
4062,'2024/12/09 03:09:44:436',3,-1676,-13985,9091,-1944,1793,-246,?,?,?
4063,'2024/12/09 03:09:44:455',3,-1676,-13985,9091,-1944,1793,-246,?,?,?
4064,'2024/12/09 03:09:44:473',3,-1676,-13985,9091,-1944,1793,-246,?,?,?
4065,'2024/12/09 03:09:44:489',3,-1625,-13745,9446,-1234,1889,-180,?,?,?
4066,'2024/12/09 03:09:44:508',3,-1625,-13745,9446,-1234,1889,-180,?,?,?
4067,'2024/12/09 03:09:44:526',3,-1625,-13745,9446,-1234,1889,-180,?,?,?
4068,'2024/12/09 03:09:44:542',3,-1823,-14515,11447,704,509,-915,?,?,?
4069,'2024/12/09 03:09:44:560',3,-1823,-14515,11447,704,509,-915,?,?,?
4070,'2024/12/09 03:09:44:580',3,-1823,-14515,11447,704,509,-915,?,?,?
4071,'2024/12/09 03:09:44:600',3,541,-15553,21262,13611,-5739,-5213,?,?,?
4072,'2024/12/09 03:09:44:618',3,541,-15553,21262,13611,-5739,-5213,?,?,?
4073,'2024/12/09 03:09:44:637',3,541,-15553,21262,13611,-5739,-5213,?,?,?
4074,'2024/12/09 03:09:44:657',3,2366,-20756,28185,32766,-12921,-8652,?,?,?
4075,'2024/12/09 03:09:44:676',3,2366,-20756,28185,32766,-12921,-8652,?,?,?
4076,'2024/12/09 03:09:44:694',3,2366,-20756,28185,32766,-12921,-8652,?,?,?
4077,'2024/12/09 03:09:44:714',3,-228,-27842,16366,32766,-14162,-16877,?,?,?
4078,'2024/12/09 03:09:44:731',3,-228,-27842,16366,32766,-14162,-16877,?,?,?
4079,'2024/12/09 03:09:44:748',3,-228,-27842,16366,32766,-14162,-16877,?,?,?
4080,'2024/12/09 03:09:44:770',3,-2439,-8081,12724,32766,-9895,-15521,?,?,?
4081,'2024/12/09 03:09:44:787',3,-2439,-8081,12724,32766,-9895,-15521,?,?,?
4082,'2024/12/09 03:09:44:805',3,-2439,-8081,12724,32766,-9895,-15521,?,?,?
4083,'2024/12/09 03:09:44:822',3,1864,4307,2088,32766,-5515,-16931,?,?,?
4084,'2024/12/09 03:09:44:839',3,1864,4307,2088,32766,-5515,-16931,?,?,?
4085,'2024/12/09 03:09:44:856',3,1864,4307,2088,32766,-5515,-16931,?,?,?
4086,'2024/12/09 03:09:44:876',3,72,14040,-2196,21577,-3679,-10479,?,?,?
4087,'2024/12/09 03:09:44:894',3,72,14040,-2196,21577,-3679,-10479,?,?,?
4088,'2024/12/09 03:09:44:914',3,72,14040,-2196,21577,-3679,-10479,?,?,?
4089,'2024/12/09 03:09:44:933',3,1309,14019,3289,11987,-3458,-4136,?,?,?
4090,'2024/12/09 03:09:44:951',3,1309,14019,3289,11987,-3458,-4136,?,?,?
4091,'2024/12/09 03:09:44:969',3,1309,14019,3289,11987,-3458,-4136,?,?,?
4092,'2024/12/09 03:09:44:988',3,2750,14029,4655,8015,-1851,-4704,?,?,?
4093,'2024/12/09 03:09:45:007',3,2750,14029,4655,8015,-1851,-4704,?,?,?
4094,'2024/12/09 03:09:45:026',3,0,15771,449,7239,871,-5051,?,?,?
4095,'2024/12/09 03:09:45:043',3,0,15771,449,7239,871,-5051,?,?,?
4096,'2024/12/09 03:09:45:061',3,0,15771,449,7239,871,-5051,?,?,?
4097,'2024/12/09 03:09:45:079',3,0,15771,449,7239,871,-5051,?,?,?
4098,'2024/12/09 03:09:45:096',3,-755,15591,1735,5612,-100,-2491,?,?,?
4099,'2024/12/09 03:09:45:115',3,-755,15591,1735,5612,-100,-2491,?,?,?
4100,'2024/12/09 03:09:45:133',3,-755,15591,1735,5612,-100,-2491,?,?,?
4101,'2024/12/09 03:09:45:149',3,-412,16023,978,3094,1119,-1140,?,?,?
4102,'2024/12/09 03:09:45:168',3,-412,16023,978,3094,1119,-1140,?,?,?
4103,'2024/12/09 03:09:45:185',3,-412,16023,978,3094,1119,-1140,?,?,?
4104,'2024/12/09 03:09:45:203',3,1354,15915,-927,3211,100,-795,?,?,?
4105,'2024/12/09 03:09:45:222',3,1354,15915,-927,3211,100,-795,?,?,?
4106,'2024/12/09 03:09:45:241',3,461,15610,1393,1497,-132,-617,?,?,?
4107,'2024/12/09 03:09:45:259',3,461,15610,1393,1497,-132,-617,?,?,?
4108,'2024/12/09 03:09:45:277',3,461,15610,1393,1497,-132,-617,?,?,?
4109,'2024/12/09 03:09:45:294',3,461,15610,1393,1497,-132,-617,?,?,?
4110,'2024/12/09 03:09:45:314',3,1515,15959,-619,1933,114,-1456,?,?,?
4111,'2024/12/09 03:09:45:331',3,1515,15959,-619,1933,114,-1456,?,?,?
4112,'2024/12/09 03:09:45:351',3,19,15959,94,1188,-35,-777,?,?,?
4113,'2024/12/09 03:09:45:370',3,19,15959,94,1188,-35,-777,?,?,?
4114,'2024/12/09 03:09:45:389',3,19,15959,94,1188,-35,-777,?,?,?
4115,'2024/12/09 03:09:45:409',3,1198,15863,-1341,1615,312,-1045,?,?,?
4116,'2024/12/09 03:09:45:427',3,1198,15863,-1341,1615,312,-1045,?,?,?
4117,'2024/12/09 03:09:45:448',3,1198,15863,-1341,1615,312,-1045,?,?,?
4118,'2024/12/09 03:09:45:464',3,229,15701,-468,1011,521,-666,?,?,?
4119,'2024/12/09 03:09:45:484',3,229,15701,-468,1011,521,-666,?,?,?
4120,'2024/12/09 03:09:45:503',3,229,15701,-468,1011,521,-666,?,?,?
4121,'2024/12/09 03:09:45:523',3,632,15730,-2543,938,374,-444,?,?,?
4122,'2024/12/09 03:09:45:540',3,632,15730,-2543,938,374,-444,?,?,?
4123,'2024/12/09 03:09:45:558',3,632,15730,-2543,938,374,-444,?,?,?
4124,'2024/12/09 03:09:45:577',3,370,15239,-212,432,353,-430,?,?,?
4125,'2024/12/09 03:09:45:596',3,370,15239,-212,432,353,-430,?,?,?
4126,'2024/12/09 03:09:45:615',3,370,15239,-212,432,353,-430,?,?,?
4127,'2024/12/09 03:09:45:635',3,824,15671,-2389,198,1018,-797,?,?,?
4128,'2024/12/09 03:09:45:655',3,824,15671,-2389,198,1018,-797,?,?,?
4129,'2024/12/09 03:09:45:673',3,824,15671,-2389,198,1018,-797,?,?,?
4130,'2024/12/09 03:09:45:691',3,392,15845,-1427,770,738,-755,?,?,?
4131,'2024/12/09 03:09:45:709',3,392,15845,-1427,770,738,-755,?,?,?
4132,'2024/12/09 03:09:45:728',3,392,15845,-1427,770,738,-755,?,?,?
4133,'2024/12/09 03:09:45:746',3,238,15675,-2626,92,1059,-866,?,?,?
4134,'2024/12/09 03:09:45:764',3,238,15675,-2626,92,1059,-866,?,?,?
4135,'2024/12/09 03:09:45:781',3,238,15675,-2626,92,1059,-866,?,?,?
4136,'2024/12/09 03:09:45:800',3,151,15681,-2606,531,922,-715,?,?,?
4137,'2024/12/09 03:09:45:818',3,151,15681,-2606,531,922,-715,?,?,?
4138,'2024/12/09 03:09:45:836',3,151,15681,-2606,531,922,-715,?,?,?
4139,'2024/12/09 03:09:45:853',3,65,15609,-1454,-547,1091,-194,?,?,?
4140,'2024/12/09 03:09:45:869',3,65,15609,-1454,-547,1091,-194,?,?,?
4141,'2024/12/09 03:09:45:886',3,65,15609,-1454,-547,1091,-194,?,?,?
4142,'2024/12/09 03:09:45:905',3,285,15463,-3388,-945,1401,-473,?,?,?
4143,'2024/12/09 03:09:45:923',3,285,15463,-3388,-945,1401,-473,?,?,?
4144,'2024/12/09 03:09:45:942',3,285,15463,-3388,-945,1401,-473,?,?,?
4145,'2024/12/09 03:09:45:961',3,269,14930,-3355,-2672,1585,-587,?,?,?
4146,'2024/12/09 03:09:58:700',4,285,16108,-1600,-957,-3187,9715,?,?,?
4147,'2024/12/09 03:09:58:721',4,285,16108,-1600,-957,-3187,9715,?,?,?
4148,'2024/12/09 03:09:58:737',4,433,16265,-3142,-1191,-5939,17227,?,?,?
4149,'2024/12/09 03:09:58:757',4,433,16265,-3142,-1191,-5939,17227,?,?,?
4150,'2024/12/09 03:09:58:776',4,433,16265,-3142,-1191,-5939,17227,?,?,?
4151,'2024/12/09 03:09:58:795',4,2907,12227,-3557,-3706,-7653,26765,?,?,?
4152,'2024/12/09 03:09:58:812',4,2907,12227,-3557,-3706,-7653,26765,?,?,?
4153,'2024/12/09 03:09:58:830',4,2907,12227,-3557,-3706,-7653,26765,?,?,?
4154,'2024/12/09 03:09:58:847',4,2907,12227,-3557,-3706,-7653,26765,?,?,?
4155,'2024/12/09 03:09:58:866',4,6662,10068,-3860,-4132,-11969,32690,?,?,?
4156,'2024/12/09 03:09:58:885',4,6662,10068,-3860,-4132,-11969,32690,?,?,?
4157,'2024/12/09 03:09:58:905',4,12914,3846,-6693,-4355,-10693,30644,?,?,?
4158,'2024/12/09 03:09:58:924',4,12914,3846,-6693,-4355,-10693,30644,?,?,?
4159,'2024/12/09 03:09:58:942',4,12914,3846,-6693,-4355,-10693,30644,?,?,?
4160,'2024/12/09 03:09:58:960',4,14103,2816,-8547,-2147,-8820,26928,?,?,?
4161,'2024/12/09 03:09:58:980',4,14103,2816,-8547,-2147,-8820,26928,?,?,?
4162,'2024/12/09 03:09:58:998',4,14103,2816,-8547,-2147,-8820,26928,?,?,?
4163,'2024/12/09 03:09:59:016',4,17191,-3318,-4322,-8686,-8450,23588,?,?,?
4164,'2024/12/09 03:09:59:036',4,17191,-3318,-4322,-8686,-8450,23588,?,?,?
4165,'2024/12/09 03:09:59:055',4,17191,-3318,-4322,-8686,-8450,23588,?,?,?
4166,'2024/12/09 03:09:59:073',4,15499,-1492,-12286,-1246,-4208,14379,?,?,?
4167,'2024/12/09 03:09:59:092',4,15499,-1492,-12286,-1246,-4208,14379,?,?,?
4168,'2024/12/09 03:09:59:111',4,15499,-1492,-12286,-1246,-4208,14379,?,?,?
4169,'2024/12/09 03:09:59:128',4,14393,-3434,-8136,-3876,1346,11633,?,?,?
4170,'2024/12/09 03:09:59:145',4,14393,-3434,-8136,-3876,1346,11633,?,?,?
4171,'2024/12/09 03:09:59:165',4,14393,-3434,-8136,-3876,1346,11633,?,?,?
4172,'2024/12/09 03:09:59:183',4,12636,-2496,-12418,-6816,6559,15301,?,?,?
4173,'2024/12/09 03:09:59:203',4,12636,-2496,-12418,-6816,6559,15301,?,?,?
4174,'2024/12/09 03:09:59:222',4,12636,-2496,-12418,-6816,6559,15301,?,?,?
4175,'2024/12/09 03:09:59:240',4,15166,-4983,-11382,-7395,7645,14419,?,?,?
4176,'2024/12/09 03:09:59:257',4,15166,-4983,-11382,-7395,7645,14419,?,?,?
4177,'2024/12/09 03:09:59:274',4,15166,-4983,-11382,-7395,7645,14419,?,?,?
4178,'2024/12/09 03:09:59:291',4,14125,-6704,-7587,-16180,15926,14574,?,?,?
