@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}
@attribute outputs-3 {0,1,2,3,4,5}

@data
12090,'2024/12/09 03:15:22:983',11,-6548,-13328,6629,-220,8770,8475,?,?,2
12091,'2024/12/09 03:15:23:000',11,-2875,-15800,7610,5560,11191,6948,?,?,2
12092,'2024/12/09 03:15:23:017',11,-2875,-15800,7610,5560,11191,6948,?,?,2
12093,'2024/12/09 03:15:23:033',11,-2875,-15800,7610,5560,11191,6948,?,?,2
12094,'2024/12/09 03:15:23:050',11,-7961,-12333,6997,8479,7997,3034,?,?,2
12095,'2024/12/09 03:15:23:066',11,-7961,-12333,6997,8479,7997,3034,?,?,2
12096,'2024/12/09 03:15:23:083',11,-7961,-12333,6997,8479,7997,3034,?,?,2
12097,'2024/12/09 03:15:23:100',11,-6847,-13961,8987,15619,11680,-849,?,?,2
12098,'2024/12/09 03:15:23:116',11,-6847,-13961,8987,15619,11680,-849,?,?,2
12099,'2024/12/09 03:15:23:133',11,-6847,-13961,8987,15619,11680,-849,?,?,2
12100,'2024/12/09 03:15:23:150',11,-9707,-11185,9036,20346,5449,176,?,?,2
12101,'2024/12/09 03:15:23:166',11,-9707,-11185,9036,20346,5449,176,?,?,2
12102,'2024/12/09 03:15:23:183',11,-9707,-11185,9036,20346,5449,176,?,?,2
12103,'2024/12/09 03:15:23:200',11,-9707,-11185,9036,20346,5449,176,?,?,2
12104,'2024/12/09 03:15:23:216',11,-9623,-9786,13022,25391,5716,-781,?,?,2
12105,'2024/12/09 03:15:23:233',11,-9623,-9786,13022,25391,5716,-781,?,?,2
12106,'2024/12/09 03:15:23:249',11,-9623,-9786,13022,25391,5716,-781,?,?,2
12107,'2024/12/09 03:15:23:266',11,-7096,-8430,12406,29564,6954,-73,?,?,2
12108,'2024/12/09 03:15:23:283',11,-7096,-8430,12406,29564,6954,-73,?,?,2
12109,'2024/12/09 03:15:23:300',11,-7096,-8430,12406,29564,6954,-73,?,?,2
12110,'2024/12/09 03:15:23:316',11,-10843,-5301,10272,27052,4977,-1845,?,?,2
12111,'2024/12/09 03:15:23:333',11,-10843,-5301,10272,27052,4977,-1845,?,?,2
12112,'2024/12/09 03:15:23:350',11,-10843,-5301,10272,27052,4977,-1845,?,?,2
12113,'2024/12/09 03:15:23:366',11,-10843,-5301,10272,27052,4977,-1845,?,?,2
12114,'2024/12/09 03:15:23:383',11,-8941,-2381,13186,30748,11129,-5830,?,?,2
12115,'2024/12/09 03:15:23:400',11,-8941,-2381,13186,30748,11129,-5830,?,?,2
12116,'2024/12/09 03:15:23:416',11,-8941,-2381,13186,30748,11129,-5830,?,?,2
12117,'2024/12/09 03:15:23:432',11,-12863,2446,10591,19054,-11395,-2795,?,?,2
12118,'2024/12/09 03:15:23:448',11,-12863,2446,10591,19054,-11395,-2795,?,?,2
12119,'2024/12/09 03:15:23:466',11,-12863,2446,10591,19054,-11395,-2795,?,?,2
12120,'2024/12/09 03:15:23:482',11,-13229,2454,12575,25028,-5136,-3073,?,?,2
12121,'2024/12/09 03:15:23:499',11,-13229,2454,12575,25028,-5136,-3073,?,?,2
12122,'2024/12/09 03:15:23:516',11,-13229,2454,12575,25028,-5136,-3073,?,?,2
12123,'2024/12/09 03:15:23:533',11,-9701,5818,13727,20231,-6409,1468,?,?,2
12124,'2024/12/09 03:15:23:550',11,-9701,5818,13727,20231,-6409,1468,?,?,2
12125,'2024/12/09 03:15:23:566',11,-9701,5818,13727,20231,-6409,1468,?,?,2
12126,'2024/12/09 03:15:23:583',11,-9701,5818,13727,20231,-6409,1468,?,?,2
12127,'2024/12/09 03:15:23:600',11,-8645,6035,13466,25800,-7720,-1312,?,?,2
12128,'2024/12/09 03:15:23:616',11,-8645,6035,13466,25800,-7720,-1312,?,?,2
12129,'2024/12/09 03:15:23:633',11,-8645,6035,13466,25800,-7720,-1312,?,?,2
12130,'2024/12/09 03:15:23:650',11,-8216,9954,7668,21481,-7917,1768,?,?,2
12131,'2024/12/09 03:15:23:666',11,-8216,9954,7668,21481,-7917,1768,?,?,2
12132,'2024/12/09 03:15:23:683',11,-8216,9954,7668,21481,-7917,1768,?,?,2
12133,'2024/12/09 03:15:23:700',11,-5699,12123,6043,19805,-7691,1190,?,?,2
12134,'2024/12/09 03:15:23:716',11,-5699,12123,6043,19805,-7691,1190,?,?,2
12135,'2024/12/09 03:15:23:740',11,-5699,12123,6043,19805,-7691,1190,?,?,2
12136,'2024/12/09 03:15:23:758',11,-5376,12665,6346,15760,-6476,883,?,?,2
12137,'2024/12/09 03:15:23:776',11,-5376,12665,6346,15760,-6476,883,?,?,2
12138,'2024/12/09 03:15:23:794',11,-5376,12665,6346,15760,-6476,883,?,?,2
12139,'2024/12/09 03:15:23:812',11,-4603,14800,4204,11965,-7284,2468,?,?,2
12140,'2024/12/09 03:15:23:830',11,-4603,14800,4204,11965,-7284,2468,?,?,2
12141,'2024/12/09 03:15:23:849',11,-4603,14800,4204,11965,-7284,2468,?,?,2
12142,'2024/12/09 03:15:23:868',11,-3644,15792,2974,10505,-5276,5205,?,?,2
12143,'2024/12/09 03:15:23:888',11,-3644,15792,2974,10505,-5276,5205,?,?,2
12144,'2024/12/09 03:15:23:907',11,-3644,15792,2974,10505,-5276,5205,?,?,2
12145,'2024/12/09 03:15:23:926',11,-2771,15302,756,9701,-4150,6377,?,?,2
12146,'2024/12/09 03:15:23:945',11,-2771,15302,756,9701,-4150,6377,?,?,2
12147,'2024/12/09 03:15:23:961',11,-2771,15302,756,9701,-4150,6377,?,?,2
12148,'2024/12/09 03:15:23:981',11,-1093,14655,1036,8216,-2878,6619,?,?,2
12149,'2024/12/09 03:15:24:001',11,-1093,14655,1036,8216,-2878,6619,?,?,2
12150,'2024/12/09 03:15:24:019',11,-3205,15095,-708,6999,-3752,7820,?,?,2
12151,'2024/12/09 03:15:24:038',11,-3205,15095,-708,6999,-3752,7820,?,?,2
12152,'2024/12/09 03:15:24:057',11,-3205,15095,-708,6999,-3752,7820,?,?,2
12153,'2024/12/09 03:15:24:074',11,55,15364,-2501,4690,-2213,9872,?,?,2
12154,'2024/12/09 03:15:24:091',11,55,15364,-2501,4690,-2213,9872,?,?,2
12155,'2024/12/09 03:15:24:107',11,55,15364,-2501,4690,-2213,9872,?,?,2
12156,'2024/12/09 03:15:24:124',11,55,15364,-2501,4690,-2213,9872,?,?,2
12157,'2024/12/09 03:15:24:142',11,623,13973,-1029,4532,-3881,9694,?,?,2
12158,'2024/12/09 03:15:24:161',11,623,13973,-1029,4532,-3881,9694,?,?,2
12159,'2024/12/09 03:15:24:181',11,3374,14867,-2848,4782,-2822,7366,?,?,2
12160,'2024/12/09 03:15:24:202',11,3374,14867,-2848,4782,-2822,7366,?,?,2
12161,'2024/12/09 03:15:24:219',11,3374,14867,-2848,4782,-2822,7366,?,?,2
12162,'2024/12/09 03:15:24:236',11,3374,14867,-2848,4782,-2822,7366,?,?,2
12163,'2024/12/09 03:15:24:256',11,2003,15651,-3725,2078,-4170,7639,?,?,2
12164,'2024/12/09 03:15:24:276',11,2003,15651,-3725,2078,-4170,7639,?,?,2
12165,'2024/12/09 03:15:24:293',11,1184,13557,-3532,2129,-10501,17609,?,?,2
12166,'2024/12/09 03:15:24:309',11,1184,13557,-3532,2129,-10501,17609,?,?,2
12167,'2024/12/09 03:15:24:328',11,1184,13557,-3532,2129,-10501,17609,?,?,2
12168,'2024/12/09 03:15:24:348',11,1184,13557,-3532,2129,-10501,17609,?,?,2
12169,'2024/12/09 03:15:24:365',11,3435,12700,-5917,1949,-11897,21267,?,?,2
12170,'2024/12/09 03:15:24:383',11,3435,12700,-5917,1949,-11897,21267,?,?,2
12171,'2024/12/09 03:15:24:400',11,3435,12700,-5917,1949,-11897,21267,?,?,2
12172,'2024/12/09 03:15:24:420',11,6233,10057,-5854,2768,-10965,22983,?,?,2
12173,'2024/12/09 03:15:24:437',11,6233,10057,-5854,2768,-10965,22983,?,?,2
12174,'2024/12/09 03:15:24:457',11,4841,9534,-9342,1448,-10327,31318,?,?,2
12175,'2024/12/09 03:15:24:474',11,4841,9534,-9342,1448,-10327,31318,?,?,2
12176,'2024/12/09 03:15:24:491',11,4841,9534,-9342,1448,-10327,31318,?,?,2
12177,'2024/12/09 03:15:24:509',11,4841,9534,-9342,1448,-10327,31318,?,?,2
12178,'2024/12/09 03:15:24:528',11,10213,1448,-5815,-1528,-14634,28152,?,?,2
12179,'2024/12/09 03:15:24:545',11,10213,1448,-5815,-1528,-14634,28152,?,?,2
12180,'2024/12/09 03:15:24:564',11,10213,1448,-5815,-1528,-14634,28152,?,?,2
12181,'2024/12/09 03:15:24:581',11,12347,83,-11138,2153,-13861,23878,?,?,2
12182,'2024/12/09 03:15:24:598',11,12347,83,-11138,2153,-13861,23878,?,?,2
12183,'2024/12/09 03:15:24:617',11,12347,83,-11138,2153,-13861,23878,?,?,2
12184,'2024/12/09 03:15:24:635',11,10595,-1291,-12408,4586,-10468,18028,?,?,2
12185,'2024/12/09 03:15:24:653',11,10595,-1291,-12408,4586,-10468,18028,?,?,2
12186,'2024/12/09 03:15:24:670',11,10595,-1291,-12408,4586,-10468,18028,?,?,2
12187,'2024/12/09 03:15:24:691',11,9445,-3587,-13377,3152,-12937,16899,?,?,2
12188,'2024/12/09 03:15:24:708',11,9445,-3587,-13377,3152,-12937,16899,?,?,2
12189,'2024/12/09 03:15:24:727',11,9445,-3587,-13377,3152,-12937,16899,?,?,2
12190,'2024/12/09 03:15:24:745',11,9114,-3902,-15640,3593,-7999,14683,?,?,2
12191,'2024/12/09 03:15:24:765',11,9114,-3902,-15640,3593,-7999,14683,?,?,2
12192,'2024/12/09 03:15:24:784',11,8393,-4965,-16737,2461,-4113,11651,?,?,2
12193,'2024/12/09 03:15:24:803',11,8393,-4965,-16737,2461,-4113,11651,?,?,2
12194,'2024/12/09 03:15:24:820',11,8393,-4965,-16737,2461,-4113,11651,?,?,2
12195,'2024/12/09 03:15:24:837',11,7658,-3312,-17687,26,2264,8573,?,?,2
12196,'2024/12/09 03:15:24:856',11,7658,-3312,-17687,26,2264,8573,?,?,2
12197,'2024/12/09 03:15:24:873',11,7658,-3312,-17687,26,2264,8573,?,?,2
12198,'2024/12/09 03:15:24:892',11,6617,-7005,-12203,1344,511,2849,?,?,2
12199,'2024/12/09 03:15:24:910',11,6617,-7005,-12203,1344,511,2849,?,?,2
12200,'2024/12/09 03:15:24:925',11,6617,-7005,-12203,1344,511,2849,?,?,2
12201,'2024/12/09 03:15:24:943',11,6617,-7005,-12203,1344,511,2849,?,?,2
12202,'2024/12/09 03:15:24:960',11,5555,-2344,-17216,2118,4542,4108,?,?,2
12203,'2024/12/09 03:15:24:979',11,5555,-2344,-17216,2118,4542,4108,?,?,2
12204,'2024/12/09 03:15:24:998',11,5555,-2344,-17216,2118,4542,4108,?,?,2
12205,'2024/12/09 03:15:25:017',11,5363,-3051,-17434,-1414,10357,9366,?,?,2
12206,'2024/12/09 03:15:25:035',11,5363,-3051,-17434,-1414,10357,9366,?,?,2
12207,'2024/12/09 03:15:25:054',11,5363,-3051,-17434,-1414,10357,9366,?,?,2
12208,'2024/12/09 03:15:25:073',11,4968,-5696,-14816,-4996,15719,17572,?,?,2
12209,'2024/12/09 03:15:25:091',11,4968,-5696,-14816,-4996,15719,17572,?,?,2
12210,'2024/12/09 03:15:25:109',11,4968,-5696,-14816,-4996,15719,17572,?,?,2
12211,'2024/12/09 03:15:25:126',11,4429,-5064,-17813,-7083,24575,22112,?,?,2
12212,'2024/12/09 03:15:25:144',11,4429,-5064,-17813,-7083,24575,22112,?,?,2
12213,'2024/12/09 03:15:25:161',11,4429,-5064,-17813,-7083,24575,22112,?,?,2
12214,'2024/12/09 03:15:25:180',11,7912,-13422,-7245,-9677,21926,22221,?,?,2
12215,'2024/12/09 03:15:25:197',11,7912,-13422,-7245,-9677,21926,22221,?,?,2
12216,'2024/12/09 03:15:25:214',11,7912,-13422,-7245,-9677,21926,22221,?,?,2
12217,'2024/12/09 03:15:25:232',11,6902,-9922,-11744,-3456,28908,18792,?,?,2
12218,'2024/12/09 03:15:25:253',11,6902,-9922,-11744,-3456,28908,18792,?,?,2
12219,'2024/12/09 03:15:25:272',11,6902,-9922,-11744,-3456,28908,18792,?,?,2
12220,'2024/12/09 03:15:25:291',11,8692,-11573,-6779,-2898,25809,18066,?,?,2
12221,'2024/12/09 03:15:25:309',11,8692,-11573,-6779,-2898,25809,18066,?,?,2
12222,'2024/12/09 03:15:25:325',11,8692,-11573,-6779,-2898,25809,18066,?,?,2
12223,'2024/12/09 03:15:25:341',11,11556,-13971,-7014,-4236,17634,13554,?,?,2
12224,'2024/12/09 03:15:25:360',11,11556,-13971,-7014,-4236,17634,13554,?,?,2
12225,'2024/12/09 03:15:25:379',11,11556,-13971,-7014,-4236,17634,13554,?,?,2
12226,'2024/12/09 03:15:25:397',11,6182,-13077,-2222,-3467,21632,18419,?,?,2
12227,'2024/12/09 03:15:25:416',11,6182,-13077,-2222,-3467,21632,18419,?,?,2
12228,'2024/12/09 03:15:25:436',11,6182,-13077,-2222,-3467,21632,18419,?,?,2
12229,'2024/12/09 03:15:25:455',11,4186,-14729,-1528,12235,16623,22476,?,?,2
12230,'2024/12/09 03:15:25:475',11,4186,-14729,-1528,12235,16623,22476,?,?,2
12231,'2024/12/09 03:15:25:493',11,7473,-16956,-1218,13129,15272,17862,?,?,2
12232,'2024/12/09 03:15:25:511',11,7473,-16956,-1218,13129,15272,17862,?,?,2
12233,'2024/12/09 03:15:25:531',11,7473,-16956,-1218,13129,15272,17862,?,?,2
12234,'2024/12/09 03:15:25:550',11,1273,-15445,596,8402,13145,14050,?,?,2
12235,'2024/12/09 03:15:25:570',11,1273,-15445,596,8402,13145,14050,?,?,2
12236,'2024/12/09 03:15:25:588',11,1273,-15445,596,8402,13145,14050,?,?,2
12237,'2024/12/09 03:15:25:606',11,1458,-17135,4043,8441,12671,8935,?,?,2
12238,'2024/12/09 03:15:25:625',11,1458,-17135,4043,8441,12671,8935,?,?,2
12239,'2024/12/09 03:15:25:643',11,1458,-17135,4043,8441,12671,8935,?,?,2
12240,'2024/12/09 03:15:25:661',11,-2761,-14837,4288,13192,15344,9586,?,?,2
12241,'2024/12/09 03:15:25:681',11,-2761,-14837,4288,13192,15344,9586,?,?,2
12242,'2024/12/09 03:15:25:700',11,-2761,-14837,4288,13192,15344,9586,?,?,2
12243,'2024/12/09 03:15:25:718',11,-2322,-15946,5465,19565,15545,5273,?,?,2
12244,'2024/12/09 03:15:25:736',11,-2322,-15946,5465,19565,15545,5273,?,?,2
12245,'2024/12/09 03:15:25:755',11,-2322,-15946,5465,19565,15545,5273,?,?,2
12246,'2024/12/09 03:15:25:774',11,-6341,-12094,7910,16362,17433,5775,?,?,2
12247,'2024/12/09 03:15:25:791',11,-6341,-12094,7910,16362,17433,5775,?,?,2
12248,'2024/12/09 03:15:25:807',11,-6341,-12094,7910,16362,17433,5775,?,?,2
12249,'2024/12/09 03:15:25:825',11,-5162,-13392,9986,19905,14810,1343,?,?,2
12250,'2024/12/09 03:15:25:845',11,-5162,-13392,9986,19905,14810,1343,?,?,2
12251,'2024/12/09 03:15:25:861',11,-5162,-13392,9986,19905,14810,1343,?,?,2
12252,'2024/12/09 03:15:25:880',11,-7362,-10581,10130,18370,13359,634,?,?,2
12253,'2024/12/09 03:15:25:899',11,-7362,-10581,10130,18370,13359,634,?,?,2
12254,'2024/12/09 03:15:25:915',11,-7362,-10581,10130,18370,13359,634,?,?,2
12255,'2024/12/09 03:15:25:936',11,-10330,-8098,11661,19572,10664,648,?,?,2
12256,'2024/12/09 03:15:25:956',11,-10330,-8098,11661,19572,10664,648,?,?,2
12257,'2024/12/09 03:15:25:973',11,-10330,-8098,11661,19572,10664,648,?,?,2
12258,'2024/12/09 03:15:25:991',11,-10547,-6416,13899,21171,10713,-664,?,?,2
12259,'2024/12/09 03:15:26:007',11,-10547,-6416,13899,21171,10713,-664,?,?,2
12260,'2024/12/09 03:15:26:025',11,-10547,-6416,13899,21171,10713,-664,?,?,2
12261,'2024/12/09 03:15:26:045',11,-10026,-6149,14848,23004,4691,-1981,?,?,2
12262,'2024/12/09 03:15:26:062',11,-10026,-6149,14848,23004,4691,-1981,?,?,2
12263,'2024/12/09 03:15:26:080',11,-10026,-6149,14848,23004,4691,-1981,?,?,2
12264,'2024/12/09 03:15:26:098',11,-12012,-4009,13680,27230,-317,-4123,?,?,2
12265,'2024/12/09 03:15:26:115',11,-12012,-4009,13680,27230,-317,-4123,?,?,2
12266,'2024/12/09 03:15:26:131',11,-12012,-4009,13680,27230,-317,-4123,?,?,2
12267,'2024/12/09 03:15:26:151',11,-12230,166,12220,21743,-1021,-3332,?,?,2
12268,'2024/12/09 03:15:26:170',11,-12230,166,12220,21743,-1021,-3332,?,?,2
12269,'2024/12/09 03:15:26:189',11,-12230,166,12220,21743,-1021,-3332,?,?,2
12270,'2024/12/09 03:15:26:207',11,-10208,660,16044,23147,-5844,-1681,?,?,2
12271,'2024/12/09 03:15:26:226',11,-10208,660,16044,23147,-5844,-1681,?,?,2
12272,'2024/12/09 03:15:26:245',11,-10208,660,16044,23147,-5844,-1681,?,?,2
12273,'2024/12/09 03:15:26:261',11,-10866,4611,13986,20983,-7245,-239,?,?,2
12274,'2024/12/09 03:15:26:281',11,-10866,4611,13986,20983,-7245,-239,?,?,2
12275,'2024/12/09 03:15:26:299',11,-10866,4611,13986,20983,-7245,-239,?,?,2
12276,'2024/12/09 03:15:26:318',11,-6784,6187,9347,25533,-3368,-2873,?,?,2
12277,'2024/12/09 03:15:26:337',11,-6784,6187,9347,25533,-3368,-2873,?,?,2
12278,'2024/12/09 03:15:26:352',11,-6784,6187,9347,25533,-3368,-2873,?,?,2
12279,'2024/12/09 03:15:26:372',11,-11190,8739,9837,22974,-7143,-702,?,?,2
12280,'2024/12/09 03:15:26:392',11,-11190,8739,9837,22974,-7143,-702,?,?,2
12281,'2024/12/09 03:15:26:415',11,-11190,8739,9837,22974,-7143,-702,?,?,2
12282,'2024/12/09 03:15:26:430',11,-6923,11301,4643,17017,-4087,-331,?,?,2
12283,'2024/12/09 03:15:26:444',11,-6923,11301,4643,17017,-4087,-331,?,?,2
12284,'2024/12/09 03:15:26:462',11,-6923,11301,4643,17017,-4087,-331,?,?,2
12285,'2024/12/09 03:15:26:482',11,-7709,12729,6990,10989,-2918,6210,?,?,2
12286,'2024/12/09 03:15:26:501',11,-7709,12729,6990,10989,-2918,6210,?,?,2
12287,'2024/12/09 03:15:26:521',11,-7709,12729,6990,10989,-2918,6210,?,?,2
12288,'2024/12/09 03:15:26:540',11,-4874,13718,6133,11625,937,4290,?,?,2
12289,'2024/12/09 03:15:26:557',11,-4874,13718,6133,11625,937,4290,?,?,2
12290,'2024/12/09 03:15:26:573',11,-4874,13718,6133,11625,937,4290,?,?,2
12291,'2024/12/09 03:15:26:590',11,-2882,13764,5601,11088,-705,3542,?,?,2
12292,'2024/12/09 03:15:26:607',11,-2882,13764,5601,11088,-705,3542,?,?,2
12293,'2024/12/09 03:15:26:627',11,-2882,13764,5601,11088,-705,3542,?,?,2
12294,'2024/12/09 03:15:26:646',11,-4292,14691,2852,10330,849,1532,?,?,2
12295,'2024/12/09 03:15:26:664',11,-4292,14691,2852,10330,849,1532,?,?,2
12296,'2024/12/09 03:15:26:683',11,-4292,14691,2852,10330,849,1532,?,?,2
12297,'2024/12/09 03:15:26:699',11,-4930,14350,2608,8625,-1047,2631,?,?,2
12298,'2024/12/09 03:15:26:718',11,-4930,14350,2608,8625,-1047,2631,?,?,2
12299,'2024/12/09 03:15:26:735',11,-4930,14350,2608,8625,-1047,2631,?,?,2
12300,'2024/12/09 03:15:26:754',11,-4640,14811,1326,7499,-2376,5776,?,?,2
12301,'2024/12/09 03:15:26:771',11,-4640,14811,1326,7499,-2376,5776,?,?,2
12302,'2024/12/09 03:15:26:790',11,-4640,14811,1326,7499,-2376,5776,?,?,2
12303,'2024/12/09 03:15:26:809',11,-2715,15344,-966,5533,-3723,6873,?,?,2
12304,'2024/12/09 03:15:26:828',11,-2715,15344,-966,5533,-3723,6873,?,?,2
12305,'2024/12/09 03:15:26:845',11,-2715,15344,-966,5533,-3723,6873,?,?,2
12306,'2024/12/09 03:15:26:865',11,-1049,15213,-2343,2260,-4900,5837,?,?,2
12307,'2024/12/09 03:15:26:881',11,-1049,15213,-2343,2260,-4900,5837,?,?,2
12308,'2024/12/09 03:15:26:901',11,-1049,15213,-2343,2260,-4900,5837,?,?,2
12309,'2024/12/09 03:15:26:920',11,-2212,15639,-1428,750,-6553,7056,?,?,2
12310,'2024/12/09 03:15:26:939',11,-2212,15639,-1428,750,-6553,7056,?,?,2
12311,'2024/12/09 03:15:26:955',11,-2212,15639,-1428,750,-6553,7056,?,?,2
12312,'2024/12/09 03:15:26:972',11,-2109,15027,-1358,3562,-5519,11194,?,?,2
12313,'2024/12/09 03:15:26:991',11,-2109,15027,-1358,3562,-5519,11194,?,?,2
12314,'2024/12/09 03:15:27:009',11,-2109,15027,-1358,3562,-5519,11194,?,?,2
12315,'2024/12/09 03:15:27:028',11,797,14565,-2080,3041,-6047,11878,?,?,2
12316,'2024/12/09 03:15:27:045',11,797,14565,-2080,3041,-6047,11878,?,?,2
12317,'2024/12/09 03:15:27:064',11,797,14565,-2080,3041,-6047,11878,?,?,2
12318,'2024/12/09 03:15:27:082',11,1370,14406,-2781,3301,-5456,12401,?,?,2
12319,'2024/12/09 03:15:27:099',11,1370,14406,-2781,3301,-5456,12401,?,?,2
12320,'2024/12/09 03:15:27:119',11,1370,14406,-2781,3301,-5456,12401,?,?,2
12321,'2024/12/09 03:15:27:138',11,3460,13387,-4026,2421,-8244,16473,?,?,2
12322,'2024/12/09 03:15:27:157',11,3460,13387,-4026,2421,-8244,16473,?,?,2
12323,'2024/12/09 03:15:27:176',11,3460,13387,-4026,2421,-8244,16473,?,?,2
12324,'2024/12/09 03:15:27:194',11,3263,13823,-4477,696,-8051,19189,?,?,2
12325,'2024/12/09 03:15:27:210',11,3263,13823,-4477,696,-8051,19189,?,?,2
12326,'2024/12/09 03:15:27:228',11,3263,13823,-4477,696,-8051,19189,?,?,2
12327,'2024/12/09 03:15:27:245',11,7515,10935,-4289,-643,-7555,23063,?,?,2
12328,'2024/12/09 03:15:27:262',11,7515,10935,-4289,-643,-7555,23063,?,?,2
12329,'2024/12/09 03:15:27:278',11,7515,10935,-4289,-643,-7555,23063,?,?,2
12330,'2024/12/09 03:15:27:299',11,8500,9225,-7618,-2624,-11973,25596,?,?,2
12331,'2024/12/09 03:15:27:317',11,8500,9225,-7618,-2624,-11973,25596,?,?,2
12332,'2024/12/09 03:15:27:336',11,8500,9225,-7618,-2624,-11973,25596,?,?,2
12333,'2024/12/09 03:15:27:355',11,12534,3678,-3942,-189,-9722,23390,?,?,2
12334,'2024/12/09 03:15:27:376',11,12534,3678,-3942,-189,-9722,23390,?,?,2
12335,'2024/12/09 03:15:27:395',11,12534,3678,-3942,-189,-9722,23390,?,?,2
12336,'2024/12/09 03:15:27:412',11,12230,3083,-7422,696,-14658,22641,?,?,2
12337,'2024/12/09 03:15:27:432',11,12230,3083,-7422,696,-14658,22641,?,?,2
12338,'2024/12/09 03:15:27:449',11,12230,3083,-7422,696,-14658,22641,?,?,2
12339,'2024/12/09 03:15:27:469',11,12051,79,-8817,4006,-12525,17961,?,?,2
12340,'2024/12/09 03:15:27:487',11,12051,79,-8817,4006,-12525,17961,?,?,2
12341,'2024/12/09 03:15:27:503',11,12051,79,-8817,4006,-12525,17961,?,?,2
12342,'2024/12/09 03:15:27:523',11,9673,332,-14500,849,-12353,18167,?,?,2
12343,'2024/12/09 03:15:27:540',11,9673,332,-14500,849,-12353,18167,?,?,2
12344,'2024/12/09 03:15:27:558',11,9673,332,-14500,849,-12353,18167,?,?,2
12345,'2024/12/09 03:15:27:576',11,8473,-2955,-14185,2358,-9840,17875,?,?,2
12346,'2024/12/09 03:15:27:594',11,8473,-2955,-14185,2358,-9840,17875,?,?,2
12347,'2024/12/09 03:15:27:611',11,8473,-2955,-14185,2358,-9840,17875,?,?,2
12348,'2024/12/09 03:15:27:632',11,9214,-4453,-13554,-1954,-999,20890,?,?,2
12349,'2024/12/09 03:15:27:651',11,9214,-4453,-13554,-1954,-999,20890,?,?,2
12350,'2024/12/09 03:15:27:668',11,9214,-4453,-13554,-1954,-999,20890,?,?,2
12351,'2024/12/09 03:15:27:686',11,7270,-6081,-15701,-1145,6033,23592,?,?,2
12352,'2024/12/09 03:15:27:706',11,7270,-6081,-15701,-1145,6033,23592,?,?,2
12353,'2024/12/09 03:15:27:724',11,7270,-6081,-15701,-1145,6033,23592,?,?,2
12354,'2024/12/09 03:15:27:743',11,10125,-7099,-16639,-2193,10187,14431,?,?,2
12355,'2024/12/09 03:15:27:762',11,10125,-7099,-16639,-2193,10187,14431,?,?,2
12356,'2024/12/09 03:15:27:778',11,10125,-7099,-16639,-2193,10187,14431,?,?,2
12357,'2024/12/09 03:15:27:795',11,8986,-6781,-12725,-3352,11868,13138,?,?,2
12358,'2024/12/09 03:15:27:812',11,8986,-6781,-12725,-3352,11868,13138,?,?,2
12359,'2024/12/09 03:15:27:830',11,8986,-6781,-12725,-3352,11868,13138,?,?,2
12360,'2024/12/09 03:15:27:849',11,5806,-3787,-19343,-8583,18071,18386,?,?,2
12361,'2024/12/09 03:15:27:867',11,5806,-3787,-19343,-8583,18071,18386,?,?,2
12362,'2024/12/09 03:15:27:887',11,5806,-3787,-19343,-8583,18071,18386,?,?,2
12363,'2024/12/09 03:15:27:905',11,7591,-9247,-10434,-15423,17158,20599,?,?,2
12364,'2024/12/09 03:15:27:925',11,7591,-9247,-10434,-15423,17158,20599,?,?,2
12365,'2024/12/09 03:15:27:944',11,7591,-9247,-10434,-15423,17158,20599,?,?,2
12366,'2024/12/09 03:15:27:962',11,7869,-10669,-9459,-13890,16981,23980,?,?,2
12367,'2024/12/09 03:15:27:982',11,7869,-10669,-9459,-13890,16981,23980,?,?,2
12368,'2024/12/09 03:15:27:999',11,7869,-10669,-9459,-13890,16981,23980,?,?,2
12369,'2024/12/09 03:15:28:018',11,11386,-13342,-7860,-3728,12316,20076,?,?,2
12370,'2024/12/09 03:15:28:037',11,11386,-13342,-7860,-3728,12316,20076,?,?,2
12371,'2024/12/09 03:15:28:056',11,8660,-12530,-10134,6511,15383,17016,?,?,2
12372,'2024/12/09 03:15:28:072',11,8660,-12530,-10134,6511,15383,17016,?,?,2
12373,'2024/12/09 03:15:28:089',11,8660,-12530,-10134,6511,15383,17016,?,?,2
12374,'2024/12/09 03:15:28:106',11,8660,-12530,-10134,6511,15383,17016,?,?,2
12375,'2024/12/09 03:15:28:124',11,6834,-12897,-7359,11536,20778,17278,?,?,2
12376,'2024/12/09 03:15:28:142',11,6834,-12897,-7359,11536,20778,17278,?,?,2
12377,'2024/12/09 03:15:28:160',11,6834,-12897,-7359,11536,20778,17278,?,?,2
12378,'2024/12/09 03:15:28:177',11,7393,-15619,-3915,24235,24146,21610,?,?,2
12379,'2024/12/09 03:15:28:194',11,7393,-15619,-3915,24235,24146,21610,?,?,2
12380,'2024/12/09 03:15:28:213',11,7393,-15619,-3915,24235,24146,21610,?,?,2
12381,'2024/12/09 03:15:28:232',11,2341,-15455,-179,22381,23357,20423,?,?,2
